Gene ID	Gene Symbol	Gene Biotype	Gene Description	Gene Chromosome	Gene Start	Gene Stop	Gene Strand	Scr_1	Scr_2	Scr_3	ASO_1	ASO_2	ASO_3
ENSG00000138193	PLCE1	protein_coding	1-phosphatidylinositol 4	chr10	93993931	94332823	+	147	237	101	287	304	168
ENSG00000248705	ENSG00000248705	unprocessed_pseudogene		chr2	233750617	233753656	+	7	9	5	1	1	0
ENSG00000184083	FAM120C	protein_coding	Constitutive coactivator of PPAR-gamma-like protein 2	chrX	54068324	54183281	-	172	132	137	137	97	97
ENSG00000182004	SNRPE	protein_coding	Small nuclear ribonucleoprotein E	chr1	203861599	203871152	+	70	62	50	61	71	38
ENSG00000214827	MTCP1	protein_coding	Protein p13 MTCP-1	chrX	155064034	155147937	-	2	4	0	3	4	3
ENSG00000207187	SNORA10B	snoRNA		chr2	30187434	30187566	+	3	2	0	1	0	0
ENSG00000278746	RN7SL660P	misc_RNA		chr14	32442341	32442639	+	2	3	2	1	2	4
ENSG00000132972	RNF17	protein_coding	RING finger protein 17	chr13	24764169	24879921	+	4	7	5	3	6	0
ENSG00000240652	ENSG00000240652	processed_pseudogene		chr11	107908420	107908764	+	8	7	8	9	2	11
ENSG00000203446	SUGCT-AS1	lncRNA		chr7	40538127	40546928	-	13	8	5	11	12	8
ENSG00000140006	WDR89	protein_coding	WD repeat-containing protein 89	chr14	63597039	63641871	-	46	74	28	51	68	31
ENSG00000277474	MIR6894	miRNA		chrX	53198889	53198945	-	0	0	0	0	1	3
ENSG00000225850	ENSG00000225850	lncRNA		chr10	97334564	97343204	+	1	1	0	3	0	1
ENSG00000134545	KLRC1	protein_coding	NKG2-A/NKG2-B type II integral membrane protein	chr12	10442264	10454685	-	3	1	1	0	2	0
ENSG00000235920	THRAP3P3	processed_pseudogene		chr7	11820317	11821294	-	9	2	6	18	23	1
ENSG00000152154	TMEM178A	protein_coding	Transmembrane protein 178A	chr2	39664982	39717963	+	6	6	5	3	3	9
ENSG00000226555	AGKP1	processed_pseudogene		chrY	14639096	14640358	+	16	8	6	1	0	0
ENSG00000132437	DDC	protein_coding	Aromatic-L-amino-acid decarboxylase	chr7	50458436	50565405	-	9	0	11	1	0	0
ENSG00000286062	ENSG00000286062	lncRNA		chr5	66350148	66440397	-	3	5	1	2	1	0
ENSG00000129657	SEC14L1	protein_coding	SEC14-like protein 1	chr17	77088749	77217101	+	748	809	904	1087	1016	1540
ENSG00000123416	TUBA1B	protein_coding	Tubulin alpha-1B chain	chr12	49127782	49131397	-	534	515	684	448	410	737
ENSG00000237852	ENSG00000237852	lncRNA		chr1	65486406	65494188	+	4	9	2	6	5	1
ENSG00000128731	HERC2	protein_coding	E3 ubiquitin-protein ligase HERC2	chr15	28111040	28322179	-	1224	1047	1429	1279	1133	1674
ENSG00000261067	ENSG00000261067	lncRNA		chr16	28974804	28990775	+	1	2	1	1	2	3
ENSG00000118200	CAMSAP2	protein_coding	Calmodulin-regulated spectrin-associated protein 2	chr1	200738893	200860704	+	690	857	599	828	904	510
ENSG00000232551	MTCO1P14	processed_pseudogene		chr1	106804474	106806032	-	0	0	2	0	1	0
ENSG00000241360	PDXP	protein_coding	Chronophin	chr22	37658723	37666932	+	16	17	36	15	13	27
ENSG00000187689	AMTN	protein_coding	Amelotin	chr4	70518569	70532743	+	0	0	2	1	0	0
ENSG00000127191	TRAF2	protein_coding	TNF receptor-associated factor 2	chr9	136881912	136926607	+	193	129	197	131	158	254
ENSG00000201379	RNU4-76P	snRNA		chr6	121542486	121542626	-	0	0	0	1	1	5
ENSG00000138767	CNOT6L	protein_coding	CCR4-NOT transcription complex subunit 6-like	chr4	77713387	77819615	-	253	313	200	337	397	187
ENSG00000251400	ALDH7A1P1	processed_pseudogene		chr5	77290268	77291800	+	2	6	4	6	7	1
ENSG00000087995	METTL2A	protein_coding	tRNA N(3)-methylcytidine methyltransferase METTL2A	chr17	62423875	62453385	+	98	77	91	102	80	78
ENSG00000272416	ENSG00000272416	lncRNA		chr5	53880293	53881051	-	1	4	0	2	4	0
ENSG00000241258	CRCP	protein_coding	DNA-directed RNA polymerase III subunit RPC9	chr7	66114604	66154568	+	236	194	256	239	183	221
ENSG00000157693	TMEM268	protein_coding	Transmembrane protein 268	chr9	114611206	114646422	+	167	171	172	164	170	221
ENSG00000160472	TMEM190	protein_coding	Transmembrane protein 190	chr19	55376826	55378246	+	110	157	147	38	41	32
ENSG00000281831	HCP5B	lncRNA		chr6	29871895	29873783	-	1	3	1	0	2	1
ENSG00000160796	NBEAL2	protein_coding	Neurobeachin-like protein 2	chr3	46979666	47009704	+	825	568	1054	643	543	1637
ENSG00000160401	CFAP157	protein_coding	Cilia- and flagella-associated protein 157	chr9	127706988	127716002	+	79	120	118	38	28	108
ENSG00000269404	SPIB	protein_coding	Transcription factor Spi-B	chr19	50418938	50431314	+	5	1	11	2	7	1
ENSG00000180549	FUT7	protein_coding	Alpha-(1	chr9	137030174	137032088	-	5	2	2	1	3	3
ENSG00000262049	ENSG00000262049	lncRNA		chr17	81701324	81703317	-	25	17	22	14	16	51
ENSG00000291134	WASH2P	lncRNA	WAS protein family homolog 2	chr2	113583593	113599081	+	23	14	10	22	17	20
ENSG00000114735	HEMK1	protein_coding	MTRF1L release factor glutamine methyltransferase	chr3	50569152	50596168	+	263	263	288	257	257	588
ENSG00000130921	MTRFR	protein_coding	Mitochondrial translation release factor in rescue	chr12	123233385	123258079	+	157	119	108	166	178	152
ENSG00000288885	ENSG00000288885	lncRNA		chr21	45555648	45556595	+	2	1	4	2	3	11
ENSG00000255418	LINC02718	lncRNA		chr11	23154683	23203161	+	12	12	5	8	7	1
ENSG00000239040	Y_RNA	misc_RNA		chr4	55412636	55412738	+	0	4	1	3	6	4
ENSG00000279342	ENSG00000279342	lncRNA		chr11	124789240	124792818	-	72	107	40	90	120	30
ENSG00000076382	SPAG5	protein_coding	Sperm-associated antigen 5	chr17	28577565	28599025	-	385	241	353	239	169	218
ENSG00000145907	G3BP1	protein_coding	Ras GTPase-activating protein-binding protein 1	chr5	151771045	151812911	+	1212	1204	1106	1147	1316	823
ENSG00000116990	MYCL	protein_coding	Protein L-Myc	chr1	39895426	39902256	-	46	40	62	56	40	100
ENSG00000216866	RPS2P55	processed_pseudogene		chrX	40934982	40935864	-	3	4	7	4	5	5
ENSG00000145431	PDGFC	protein_coding	Platelet-derived growth factor C	chr4	156760454	156971799	-	270	282	224	195	194	148
ENSG00000229087	RPS26P18	processed_pseudogene		chr2	15397435	15397782	-	2	4	2	0	2	0
ENSG00000272156	ENSG00000272156	lncRNA		chr2	54082554	54085066	+	4	5	4	4	3	0
ENSG00000188856	RPSAP47	processed_pseudogene		chr8	80558870	80559757	+	3	4	1	1	0	0
ENSG00000141699	RETREG3	protein_coding	Reticulophagy regulator 3	chr17	42579513	42610623	-	423	345	534	436	437	772
ENSG00000130349	MTRES1	protein_coding	Mitochondrial transcription rescue factor 1	chr6	107028199	107051586	+	53	59	40	80	74	55
ENSG00000258216	ENSG00000258216	lncRNA		chr12	89712048	90100763	+	4	4	1	1	1	0
ENSG00000259592	PRELID1P4	processed_pseudogene		chr15	35121573	35122084	-	0	1	0	1	2	0
ENSG00000157150	TIMP4	protein_coding	Metalloproteinase inhibitor 4	chr3	12153068	12158912	-	3	3	4	3	2	8
ENSG00000218682	ENSG00000218682	processed_pseudogene		chr2	25856461	25856966	-	11	11	5	17	10	5
ENSG00000255067	ENSG00000255067	lncRNA		chr11	12848795	12849433	+	3	2	4	0	2	3
ENSG00000236869	ZKSCAN7-AS1	lncRNA		chr3	44556985	44685665	-	1	5	4	2	1	0
ENSG00000163554	SPTA1	protein_coding	Spectrin alpha chain	chr1	158610704	158686715	-	6	0	2	1	0	1
ENSG00000227525	RPL7P6	processed_pseudogene		chr12	19089151	19089888	+	4	7	1	6	4	0
ENSG00000104918	RETN	protein_coding	Resistin	chr19	7669049	7670455	+	44	36	46	9	6	5
ENSG00000243056	EIF4EBP3	protein_coding	Eukaryotic translation initiation factor 4E-binding protein 3	chr5	140547662	140549576	+	7	5	14	14	13	20
ENSG00000154099	DNAAF1	protein_coding	Dynein axonemal assembly factor 1	chr16	84145287	84178767	+	259	465	255	139	133	104
ENSG00000242266	RN7SL456P	misc_RNA		chr7	147940007	147940301	+	2	1	1	2	1	7
ENSG00000179627	ZBTB42	protein_coding	Zinc finger and BTB domain-containing protein 42	chr14	104800596	104804712	+	70	55	77	94	74	232
ENSG00000197312	DDI2	protein_coding	Protein DDI1 homolog 2	chr1	15617458	15669044	+	553	609	495	616	646	568
ENSG00000260708	TBC1D22A-DT	lncRNA		chr22	46761893	46762564	-	63	35	66	31	43	55
ENSG00000196867	ZFP28	protein_coding	Zinc finger protein 28 homolog	chr19	56538948	56556808	+	87	118	78	90	109	58
ENSG00000152137	HSPB8	protein_coding	Heat shock protein beta-8	chr12	119171555	119224855	+	239	131	242	183	169	333
ENSG00000159784	FAM131B	protein_coding	Protein FAM131B	chr7	143353400	143362770	-	24	37	46	31	27	48
ENSG00000244230	RN7SL151P	misc_RNA		chr9	21699314	21699596	+	10	9	18	9	14	35
ENSG00000165724	ZMYND19	protein_coding	Zinc finger MYND domain-containing protein 19	chr9	137582081	137590512	-	154	116	206	176	159	233
ENSG00000166900	STX3	protein_coding	Syntaxin-3	chr11	59713456	59805882	+	574	389	482	550	539	540
ENSG00000102738	MRPS31	protein_coding	Small ribosomal subunit protein mS31	chr13	40729128	40771190	-	114	113	79	118	134	71
ENSG00000042317	SPATA7	protein_coding	Spermatogenesis-associated protein 7	chr14	88384924	88470350	+	45	92	28	85	89	26
ENSG00000221994	ZNF630	protein_coding	Zinc finger protein 630	chrX	47983356	48071658	-	55	119	38	70	78	28
ENSG00000253719	ATXN7L3B	protein_coding	Ataxin-7-like protein 3B	chr12	74537835	74545430	+	474	446	506	503	498	552
ENSG00000165886	UBTD1	protein_coding	Ubiquitin domain-containing protein 1	chr10	97498924	97571206	+	108	93	181	143	136	250
ENSG00000219642	BMPR1AP1	processed_pseudogene		chr6	129157523	129159120	-	0	0	0	6	5	0
ENSG00000117543	DPH5	protein_coding	Diphthine methyl ester synthase	chr1	100989623	101026088	-	109	116	62	153	161	47
ENSG00000183597	TANGO2	protein_coding	Transport and Golgi organization protein 2 homolog	chr22	20017014	20067164	+	286	216	328	284	227	517
ENSG00000141127	PRPSAP2	protein_coding	Phosphoribosyl pyrophosphate synthase-associated protein 2	chr17	18840085	18931287	+	182	175	184	158	187	133
ENSG00000230667	SETSIP	protein_coding	Protein SETSIP	chr1	92074533	92075411	-	3	2	1	2	2	0
ENSG00000260816	ENSG00000260816	lncRNA		chr16	78895361	78899644	+	6	8	6	14	16	7
ENSG00000147113	DIPK2B	protein_coding	Divergent protein kinase domain 2B	chrX	45148373	45200901	-	64	105	99	482	465	458
ENSG00000108468	CBX1	protein_coding	Chromobox protein homolog 1	chr17	48070052	48101478	-	436	377	523	367	365	405
ENSG00000288101	ENSG00000288101	lncRNA		chr6	92631066	92633268	-	1	3	0	2	5	0
ENSG00000289021	ENSG00000289021	lncRNA		chr17	48944890	48945763	+	3	4	0	4	1	0
ENSG00000279771	ENSG00000279771	TEC		chr11	115659168	115661417	+	3	1	2	0	1	1
ENSG00000164587	RPS14	protein_coding	Small ribosomal subunit protein uS11	chr5	150442635	150449739	-	422	347	464	433	417	504
ENSG00000235790	PEF1-AS1	lncRNA		chr1	31644049	31660162	+	3	2	7	2	2	3
ENSG00000250198	LINC02199	lncRNA		chr5	8839699	8898052	+	1	1	0	0	2	1
ENSG00000162585	FAAP20	protein_coding	Fanconi anemia core complex-associated protein 20	chr1	2184461	2212720	-	156	145	171	165	150	283
ENSG00000169599	NFU1	protein_coding	NFU1 iron-sulfur cluster scaffold homolog	chr2	69396113	69437628	-	88	119	71	117	124	51
ENSG00000213036	ENSG00000213036	processed_pseudogene		chr1	214482813	214483387	-	3	1	0	6	8	0
ENSG00000289214	ENSG00000289214	lncRNA		chr9	85858720	85859761	+	2	3	1	7	7	1
ENSG00000279489	ENSG00000279489	TEC		chr9	35001913	35003663	+	9	4	5	2	4	3
ENSG00000266494	MIR4641	miRNA		chr6	41598723	41598788	+	3	1	4	2	2	1
ENSG00000255974	CYP2A6	protein_coding	Cytochrome P450 2A6	chr19	40843541	40850447	-	48	9	17	7	7	34
ENSG00000180211	ENSG00000180211	processed_pseudogene		chr6	39958414	39958833	-	1	2	2	3	3	3
ENSG00000243024	ENSG00000243024	transcribed_processed_pseudogene		chr12	64222333	64397260	+	1	2	0	1	0	4
ENSG00000284882	ENSG00000284882	lncRNA		chr1	84574114	84583620	+	8	7	7	9	6	11
ENSG00000114656	CFAP92	protein_coding	Uncharacterized protein CFAP92	chr3	128909866	129002690	-	31	72	31	43	47	38
ENSG00000105372	RPS19	protein_coding	Small ribosomal subunit protein eS19	chr19	41860255	41872925	+	504	417	588	506	487	731
ENSG00000101665	SMAD7	protein_coding	Mothers against decapentaplegic homolog 7	chr18	48919853	48950965	-	345	256	387	203	190	378
ENSG00000273989	ENSG00000273989	lncRNA		chr12	28236227	28236828	+	0	1	2	2	2	0
ENSG00000211899	IGHM	IG_C_gene	Immunoglobulin heavy constant mu	chr14	105851705	105856218	-	79	35	119	162	221	360
ENSG00000289398	ENSG00000289398	lncRNA		chr11	128290393	128294371	+	8	6	10	5	7	9
ENSG00000271754	ENSG00000271754	lncRNA		chr6	43519180	43519724	-	1	0	0	3	1	0
ENSG00000072163	LIMS2	protein_coding	LIM and senescent cell antigen-like-containing domain protein 2	chr2	127638381	127681786	-	50	48	60	58	48	139
ENSG00000266642	ENSG00000266642	lncRNA		chr17	28897738	28899402	+	1	1	1	0	2	4
ENSG00000185015	CA13	protein_coding	Carbonic anhydrase 13	chr8	85220587	85284073	+	108	85	96	111	102	94
ENSG00000242372	EIF6	protein_coding	Eukaryotic translation initiation factor 6	chr20	35278907	35284985	-	202	149	239	153	149	253
ENSG00000141384	TAF4B	protein_coding	Transcription initiation factor TFIID subunit 4B	chr18	26226445	26391685	+	118	90	70	91	117	57
ENSG00000138138	ATAD1	protein_coding	Outer mitochondrial transmembrane helix translocase	chr10	87751512	87841361	-	237	312	141	299	356	113
ENSG00000264658	MIR4798	miRNA		chr4	7310450	7310524	+	3	0	1	0	0	0
ENSG00000256571	ENSG00000256571	lncRNA		chr12	63878787	63879474	+	2	7	2	8	9	3
ENSG00000119900	OGFRL1	protein_coding	Opioid growth factor receptor-like protein 1	chr6	71288811	71309059	+	462	545	298	453	530	195
ENSG00000250479	CHCHD10	protein_coding	Coiled-coil-helix-coiled-coil-helix domain-containing protein 10	chr22	23765834	23767972	-	133	91	149	125	105	194
ENSG00000233170	ENSG00000233170	processed_pseudogene		chr8	37747338	37748004	-	7	8	4	4	8	3
ENSG00000237818	RPS3AP29	processed_pseudogene		chr7	97898347	97899115	-	2	4	1	4	6	0
ENSG00000109255	NMU	protein_coding	Neuromedin-U	chr4	55595229	55636698	-	4	7	5	7	6	3
ENSG00000181322	NME9	protein_coding	Thioredoxin domain-containing protein 6	chr3	138261437	138329886	-	23	70	23	10	11	11
ENSG00000073008	PVR	protein_coding	Poliovirus receptor	chr19	44643798	44666162	+	939	716	1004	678	678	1053
ENSG00000275234	ENSG00000275234	lncRNA		chr19	6469465	6470152	+	21	20	17	22	19	13
ENSG00000276410	H2BC3	protein_coding	Histone H2B type 1-B	chr6	26043227	26043713	-	57	47	71	38	30	48
ENSG00000215093	EEF1A1P29	processed_pseudogene		chrX	86160264	86161359	-	3	6	6	5	4	8
ENSG00000189306	RRP7A	protein_coding	Ribosomal RNA-processing protein 7 homolog A	chr22	42508344	42519796	-	406	308	498	347	312	526
ENSG00000288755	ENSG00000288755	lncRNA		chr10	3785551	3806592	+	3	2	4	2	1	3
ENSG00000139985	ADAM21	protein_coding	Disintegrin and metalloproteinase domain-containing protein 21	chr14	70417107	70460427	+	3	7	4	9	2	1
ENSG00000148175	STOM	protein_coding	Stomatin	chr9	121338987	121370304	-	677	640	774	908	925	1038
ENSG00000119509	INVS	protein_coding	Inversin	chr9	100099243	100302175	+	409	364	399	430	404	329
ENSG00000114209	PDCD10	protein_coding	Programmed cell death protein 10	chr3	167683298	167734939	-	197	188	177	137	183	89
ENSG00000260895	ENSG00000260895	lncRNA		chr11	69103493	69109094	+	0	3	1	0	0	4
ENSG00000278449	MIR6892	miRNA		chr7	143382686	143382800	+	3	2	2	0	1	5
ENSG00000099246	RAB18	protein_coding	Ras-related protein Rab-18	chr10	27504174	27543207	+	211	325	143	268	382	120
ENSG00000188786	MTF1	protein_coding	Myelin transcription factor 1	chr1	37809574	37859592	-	574	468	596	426	397	341
ENSG00000109680	TBC1D19	protein_coding	TBC1 domain family member 19	chr4	26576437	26756223	+	107	123	52	95	104	38
ENSG00000112996	MRPS30	protein_coding	Large ribosomal subunit protein mL65	chr5	44808947	44820428	+	167	226	101	259	304	94
ENSG00000122335	SERAC1	protein_coding	Protein SERAC1	chr6	158109519	158168280	-	121	130	84	167	176	85
ENSG00000205054	LINC01121	lncRNA		chr2	45164816	45323397	-	8	5	6	7	4	3
ENSG00000198121	LPAR1	protein_coding	Lysophosphatidic acid receptor 1	chr9	110873263	111038470	-	304	419	424	237	303	425
ENSG00000237491	LINC01409	lncRNA		chr1	778747	810065	+	4	18	5	9	13	9
ENSG00000223238	RNA5SP294	rRNA_pseudogene		chr9	111411644	111411742	-	3	1	0	1	1	0
ENSG00000276476	LINC00540	lncRNA		chr13	22040972	22276526	+	22	27	19	20	16	11
ENSG00000106948	AKNA	protein_coding	Microtubule organization protein AKNA	chr9	114334156	114394405	-	782	731	1013	623	562	1246
ENSG00000163888	CAMK2N2	protein_coding	Calcium/calmodulin-dependent protein kinase II inhibitor 2	chr3	184259213	184261553	-	5	0	7	1	2	4
ENSG00000061938	TNK2	protein_coding	Activated CDC42 kinase 1	chr3	195863364	195911945	-	317	265	413	255	225	505
ENSG00000196611	MMP1	protein_coding	Interstitial collagenase	chr11	102789401	102798160	-	566	688	555	854	897	965
ENSG00000259760	ENSG00000259760	lncRNA		chr15	99396613	99401315	-	16	9	7	3	6	3
ENSG00000179636	TPPP2	protein_coding	Tubulin polymerization-promoting protein family member 2	chr14	21024109	21036276	+	2	1	4	1	0	4
ENSG00000123124	WWP1	protein_coding	NEDD4-like E3 ubiquitin-protein ligase WWP1	chr8	86342547	86478420	+	154	272	127	283	361	102
ENSG00000230498	ENSG00000230498	lncRNA		chr1	77081984	77086402	+	2	10	0	18	17	1
ENSG00000273335	ENSG00000273335	lncRNA		chr18	9473421	9474006	-	4	1	1	2	1	0
ENSG00000221886	ZBED8	protein_coding	Protein FAM200C	chr5	160393148	160400054	-	20	30	10	25	40	13
ENSG00000248898	PELO-AS1	lncRNA		chr5	52673186	52799987	-	3	0	2	3	7	1
ENSG00000261764	KRT18P18	transcribed_processed_pseudogene		chr16	72728616	72729894	+	3	3	4	1	4	1
ENSG00000206337	HCP5	lncRNA	HLA class I histocompatibility antigen protein P5	chr6	31463170	31478936	+	329	315	276	305	323	389
ENSG00000145365	TIFA	protein_coding	TRAF-interacting protein with FHA domain-containing protein A	chr4	112272968	112285955	-	145	93	79	120	139	47
ENSG00000215475	SIAH3	protein_coding	Seven in absentia homolog 3	chr13	45777242	45851753	-	10	14	4	1	3	0
ENSG00000184898	RBM43	protein_coding	RNA-binding protein 43	chr2	151247940	151261863	-	61	100	50	84	93	28
ENSG00000188603	CLN3	protein_coding	Battenin	chr16	28474111	28495575	-	103	84	112	51	49	109
ENSG00000171860	C3AR1	protein_coding	C3a anaphylatoxin chemotactic receptor	chr12	8056844	8066359	-	106	94	106	94	99	83
ENSG00000236007	MTCO1P46	processed_pseudogene		chr2	211778273	211779763	+	5	5	4	4	2	5
ENSG00000100359	SGSM3	protein_coding	Small G protein signaling modulator 3	chr22	40370591	40410289	+	35	27	35	22	24	61
ENSG00000270589	ENSG00000270589	lncRNA		chr10	110910596	110912244	+	4	5	5	3	3	0
ENSG00000178021	TSPYL6	protein_coding	Testis-specific Y-encoded-like protein 6	chr2	54253178	54256229	-	3	0	0	2	0	0
ENSG00000246225	ENSG00000246225	lncRNA		chr11	22829380	22945393	+	3	6	0	3	7	4
ENSG00000168275	COA6	protein_coding	Cytochrome c oxidase assembly factor 6 homolog	chr1	234373456	234385080	+	84	117	85	149	145	71
ENSG00000147202	DIAPH2	protein_coding	Protein diaphanous homolog 2	chrX	96684712	97604997	+	267	438	202	372	501	186
ENSG00000167186	COQ7	protein_coding	5-demethoxyubiquinone hydroxylase	chr16	19067614	19080095	+	99	86	84	79	94	81
ENSG00000173137	ADCK5	protein_coding	Uncharacterized aarF domain-containing protein kinase 5	chr8	144373101	144393242	+	39	40	52	33	28	85
ENSG00000199135	MIR101-1	miRNA		chr1	65058434	65058508	-	1	3	2	2	3	3
ENSG00000255568	BRWD1-AS2	lncRNA	Putative uncharacterized protein encoded by BRWD1-AS2	chr21	39313907	39314962	+	3	8	5	2	6	13
ENSG00000161405	IKZF3	protein_coding	Zinc finger protein Aiolos	chr17	39757718	39864312	-	245	152	179	159	148	94
ENSG00000179172	HNRNPCL1	protein_coding	Heterogeneous nuclear ribonucleoprotein C-like 1	chr1	12847377	12848720	-	0	2	1	3	2	0
ENSG00000147050	KDM6A	protein_coding	Lysine-specific demethylase 6A	chrX	44873188	45112779	+	427	396	287	517	658	287
ENSG00000271737	ENSG00000271737	lncRNA		chr5	134004834	134005563	+	4	4	6	4	6	13
ENSG00000255112	CHMP1B	protein_coding	Charged multivesicular body protein 1b	chr18	11851413	11854444	+	336	304	369	345	388	347
ENSG00000284032	MIR29A	miRNA		chr7	130876747	130876810	-	10	6	6	6	4	1
ENSG00000155850	SLC26A2	protein_coding	Sulfate transporter	chr5	149960758	149993455	+	234	273	156	410	366	152
ENSG00000071282	LMCD1	protein_coding	LIM and cysteine-rich domains protein 1	chr3	8501807	8574668	+	630	426	630	451	422	419
ENSG00000285210	LINC02795	lncRNA		chr1	86288704	86320711	-	11	20	8	12	17	0
ENSG00000239794	RN7SL653P	misc_RNA		chr1	91829774	91830066	-	3	5	2	1	2	1
ENSG00000144199	FAHD2B	protein_coding	Fumarylacetoacetate hydrolase domain-containing protein 2B	chr2	97083583	97094882	-	26	19	29	31	26	51
ENSG00000287739	ENSG00000287739	lncRNA		chr16	22170309	22175524	-	2	3	0	1	1	0
ENSG00000164366	CCDC127	protein_coding	Coiled-coil domain-containing protein 127	chr5	196868	218153	-	166	168	184	251	268	209
ENSG00000067221	STOML1	protein_coding	Stomatin-like protein 1	chr15	73978926	73994622	-	101	55	97	98	70	148
ENSG00000277918	RNVU1-28	snRNA		chr1	144560666	144560829	-	24	20	32	19	17	28
ENSG00000197358	BNIP3P1	transcribed_processed_pseudogene		chr14	28264390	28265974	+	2	2	2	3	2	1
ENSG00000110852	CLEC2B	protein_coding	C-type lectin domain family 2 member B	chr12	9852369	9869386	-	42	127	23	119	169	27
ENSG00000183098	GPC6	protein_coding	Glypican-6	chr13	93226807	94408020	+	77	191	147	302	259	285
ENSG00000108518	PFN1	protein_coding	Profilin-1	chr17	4945652	4949061	-	399	362	540	350	307	494
ENSG00000205037	ENSG00000205037	lncRNA		chr16	88088041	88100985	-	13	4	13	0	0	1
ENSG00000251003	ZFPM2-AS1	lncRNA		chr8	105546089	106060524	-	7	5	2	5	8	4
ENSG00000236263	ENSG00000236263	lncRNA		chr1	155211151	155213819	-	1	1	0	0	0	4
ENSG00000205593	DENND6B	protein_coding	Protein DENND6B	chr22	50309030	50327012	-	60	63	83	46	49	121
ENSG00000259916	AQP7B	protein_coding	Aquaporin-7B	chr2	94587101	94612744	+	3	6	5	4	2	5
ENSG00000176788	BASP1	protein_coding	Brain acid soluble protein 1	chr5	17065598	17276843	+	354	310	504	328	316	407
ENSG00000222414	RNU2-59P	snRNA		chr10	101364845	101365035	-	2	3	1	2	3	4
ENSG00000188342	GTF2F2	protein_coding	General transcription factor IIF subunit 2	chr13	45120510	45284893	+	132	128	111	107	149	62
ENSG00000270332	SMC2-DT	lncRNA		chr9	104077308	104093073	-	7	26	5	7	9	3
ENSG00000258731	DDHD1-DT	lncRNA		chr14	53153354	53157528	+	3	3	4	1	4	0
ENSG00000154001	PPP2R5E	protein_coding	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform	chr14	63371364	63543377	-	404	471	347	543	581	330
ENSG00000115904	SOS1	protein_coding	Son of sevenless homolog 1	chr2	38962206	39124345	-	344	542	254	534	678	275
ENSG00000185670	ZBTB3	protein_coding	Zinc finger and BTB domain-containing protein 3	chr11	62748319	62754184	-	59	58	90	71	62	129
ENSG00000164088	PPM1M	protein_coding	Protein phosphatase 1M	chr3	52245759	52250599	+	269	195	314	175	149	310
ENSG00000164631	ZNF12	protein_coding	Zinc finger protein 12	chr7	6688433	6706947	-	167	182	125	147	209	167
ENSG00000135365	PHF21A	protein_coding	PHD finger protein 21A	chr11	45929319	46121454	-	594	868	562	824	954	615
ENSG00000235058	ZMYND10-AS1	lncRNA		chr3	50341106	50345697	+	3	2	2	0	2	4
ENSG00000240498	CDKN2B-AS1	lncRNA		chr9	21994139	22128103	+	38	48	32	45	54	22
ENSG00000134627	PIWIL4	protein_coding	Piwi-like protein 4	chr11	94543840	94621421	+	44	44	30	24	36	9
ENSG00000226074	PRSS44P	transcribed_unitary_pseudogene		chr3	46809359	46812486	-	2	2	0	1	1	3
ENSG00000258904	ENSG00000258904	lncRNA		chr14	100263781	100265405	+	12	16	11	13	12	13
ENSG00000214108	TPT1P5	processed_pseudogene		chr5	31908361	31909186	+	6	4	2	9	9	4
ENSG00000038358	EDC4	protein_coding	Enhancer of mRNA-decapping protein 4	chr16	67873052	67884499	+	445	279	590	389	356	863
ENSG00000196683	TOMM7	protein_coding	Mitochondrial import receptor subunit TOM7 homolog	chr7	22812628	22822849	-	85	87	102	112	121	98
ENSG00000095587	TLL2	protein_coding	Tolloid-like protein 2	chr10	96364608	96513926	-	11	17	13	6	4	4
ENSG00000261633	ENSG00000261633	lncRNA		chr16	57622034	57631647	-	0	0	0	0	0	5
ENSG00000198237	GUSBP13	unprocessed_pseudogene		chr5	69875271	69920867	+	3	5	4	5	2	7
ENSG00000178982	EIF3K	protein_coding	Eukaryotic translation initiation factor 3 subunit K	chr19	38619082	38636955	+	276	229	297	279	270	355
ENSG00000185565	LSAMP	protein_coding	Limbic system-associated membrane protein	chr3	115802363	117139389	-	241	505	256	277	231	147
ENSG00000177352	CCDC71	protein_coding	Coiled-coil domain-containing protein 71	chr3	49162535	49166331	-	155	113	161	153	146	229
ENSG00000119661	DNAL1	protein_coding	Dynein axonemal light chain 1	chr14	73644875	73703732	+	129	229	121	166	165	69
ENSG00000207582	MIR30B	miRNA		chr8	134800520	134800607	-	0	1	1	2	4	3
ENSG00000103353	UBFD1	protein_coding	Ubiquitin domain-containing protein UBFD1	chr16	23557721	23574389	+	400	333	416	338	316	349
ENSG00000149582	TMEM25	protein_coding	Transmembrane protein 25	chr11	118531041	118547280	+	103	74	88	111	94	183
ENSG00000092841	MYL6	protein_coding	Myosin light polypeptide 6	chr12	56158346	56163496	+	516	464	552	413	402	536
ENSG00000138032	PPM1B	protein_coding	Protein phosphatase 1B	chr2	44167969	44244384	+	47	85	25	64	96	15
ENSG00000013725	CD6	protein_coding	T-cell differentiation antigen CD6	chr11	60971680	61020377	+	59	39	76	48	40	66
ENSG00000131773	KHDRBS3	protein_coding	KH domain-containing	chr8	135457456	135656722	+	204	125	242	130	133	133
ENSG00000248483	POU5F2	protein_coding	POU domain	chr5	93733220	93741600	-	63	85	52	80	79	40
ENSG00000234771	SLC25A25-AS1	lncRNA		chr9	128108581	128118693	-	44	37	50	28	29	81
